TRANS_ID,ID,Amount,TransactionDate,Is_First
18609,6152,199.0810258,01/05/1994,NO
18610,6153,474.2820874,01/12/1994,YES
18611,6153,88.10501289,01/02/1994,NO
18612,6153,47.66789633,01/05/1995,NO
18613,6153,124.8743123,01/01/1996,NO
18614,6153,100.7108782,01/03/1997,NO
18615,6153,56.61886357,01/02/1997,NO
18616,6153,30.74411799,01/10/1998,NO
18617,6154,474.1032444,01/12/1994,YES
18618,6154,112.097579,01/02/1998,NO
18619,6155,28.7714491,01/12/1994,YES
18620,6156,20.57206995,01/12/1994,YES
18621,6157,217.5987762,01/12/1994,YES
18622,6157,51.39775792,01/03/2003,NO
18623,6158,198.4260792,01/12/1994,YES
18624,6158,85.95977193,01/05/2002,NO
18625,6159,52.44149197,01/12/1994,YES
18626,6159,27.83679369,01/01/1995,NO
18627,6160,505.6255756,01/12/1994,YES
18628,6160,14.26843654,01/08/1999,NO
18629,6161,186.2436216,01/12/1994,YES
18630,6161,57.11268005,01/11/2004,NO
18631,6162,306.3002689,01/12/1994,YES
18632,6162,7.10377659,01/05/2018,NO
18633,6163,361.2969953,01/12/1994,YES
18634,6163,2.023112549,01/02/1994,NO
18635,6163,100.8043151,01/05/1999,NO
18636,6164,110.8032124,01/12/1994,YES
18637,6164,22.05198367,01/11/1996,NO
18638,6164,21.21724745,01/05/1998,NO
18639,6165,150.2509931,01/12/1994,YES
18640,6165,121.527077,01/08/1998,NO
18641,6166,203.6310639,01/12/1994,YES
18642,6166,87.65511841,01/05/2000,NO
18643,6167,162.6317322,01/12/1994,YES
18644,6167,27.18016531,01/10/1995,NO
18645,6167,48.76473713,01/06/2005,NO
18646,6168,160.4527098,01/12/1994,YES
18647,6168,37.6377669,01/01/2013,NO
18648,6169,144.4251998,01/12/1994,YES
18649,6169,112.5309973,01/09/2002,NO
18650,6170,18.02588556,01/12/1994,YES
18651,6171,236.8698878,01/12/1994,YES
18652,6171,58.6484553,01/08/2002,NO
18653,6172,196.6514155,01/12/1994,YES
18654,6172,6.674527565,01/06/2007,NO
18655,6173,136.7939717,01/12/1994,YES
18656,6173,20.0648306,01/11/2000,NO
18657,6174,300.7323098,01/12/1994,YES
18658,6174,125.7841156,01/02/1998,NO
18659,6175,128.3678602,01/12/1994,YES
18660,6175,48.84337809,01/11/2001,NO
18661,6176,20.46136029,01/12/1994,YES
18662,6177,230.8876227,01/12/1994,YES
18663,6177,65.08894481,01/02/2016,NO
18664,6178,70.20146162,01/12/1994,YES
18665,6179,54.32300751,01/12/1994,YES
18666,6179,33.73632249,01/03/2006,NO
18667,6180,85.30923684,01/12/1994,YES
18668,6180,81.48408237,01/08/2009,NO
18669,6181,213.1811328,01/12/1994,YES
18670,6181,83.54905649,01/05/2005,NO
18671,6182,330.3234328,01/12/1994,YES
18672,6183,277.2525584,01/12/1994,YES
18673,6183,14.04032053,01/01/2004,NO
18674,6184,118.6283363,01/12/1994,YES
18675,6184,0.628096288,01/06/2001,NO
18676,6185,83.03424934,01/12/1994,YES
18677,6186,91.94445134,01/12/1994,YES
18678,6186,1.68242999,01/01/1996,NO
18679,6186,29.9301182,01/01/2012,NO
18680,6187,230.9774521,01/12/1994,YES
18681,6187,24.14214865,01/01/2005,NO
18682,6188,15.83850235,01/12/1994,YES
18683,6189,21.81924527,01/12/1994,YES
18684,6190,351.3770039,01/12/1994,YES
18685,6190,78.80590501,01/06/2013,NO
18686,6191,214.7137916,01/12/1994,YES
18687,6191,71.82342018,01/02/1997,NO
18688,6191,68.87359785,01/03/2000,NO
18689,6192,416.2675296,01/12/1994,YES
18690,6192,1.521067169,01/01/1996,NO
18691,6192,115.2433735,01/05/1996,NO
18692,6192,2.149676792,01/08/1997,NO
18693,6192,0.363405689,01/05/1997,NO
18694,6192,92.05177818,01/03/2000,NO
18695,6193,135.662054,01/12/1994,YES
18696,6193,37.75277121,01/01/2019,NO
18697,6194,80.44934908,01/12/1994,YES
18698,6194,28.97630489,01/08/2006,NO
18699,6195,162.4540352,01/12/1994,YES
18700,6195,65.12989471,01/02/2020,NO
18701,6196,234.9710373,01/12/1994,YES
18702,6196,90.23733038,01/06/2008,NO
18703,6197,58.72769027,01/12/1994,YES
18704,6197,36.08798916,01/03/2001,NO
18705,6198,210.9992007,01/04/1994,YES
18706,6198,17.684097,01/06/1996,NO
18707,6198,118.1177416,01/10/1997,NO
18708,6199,73.55885908,01/04/1994,YES
18709,6199,19.98708885,01/09/2002,NO
18710,6200,50.46456311,01/04/1994,YES
18711,6200,107.1659517,01/03/1996,NO
18712,6200,41.88345641,01/03/1997,NO
18713,6200,59.07599486,01/01/1997,NO
18714,6200,62.17067942,01/05/1997,NO
18715,6201,58.08881472,01/04/1994,YES
18716,6201,6.601290027,01/06/1994,NO
18717,6201,57.87314914,01/01/1995,NO
18718,6201,79.05092605,01/05/1997,NO
18719,6202,231.1021126,01/04/1994,YES
18720,6202,63.07014256,01/10/1995,NO
18721,6202,110.9385301,01/03/1995,NO
18722,6202,3.563623924,01/08/1995,NO
18723,6202,10.31848437,01/01/1996,NO
18724,6202,52.96113134,01/01/1997,NO
18725,6202,60.04244563,01/03/1997,NO
18726,6202,128.9374057,01/03/1998,NO
18727,6203,246.2063973,01/04/1994,YES
18728,6203,1.84192616,01/03/1995,NO
18729,6203,4.465068568,01/06/2000,NO
18730,6204,248.8818757,01/04/1994,YES
18731,6204,94.07609832,01/06/1995,NO
18732,6204,22.93303751,01/08/1996,NO
18733,6204,61.6818471,01/11/1996,NO
18734,6204,102.1688419,01/10/1997,NO
18735,6204,90.54803088,01/01/2019,NO
18736,6205,403.4019151,01/04/1994,YES
18737,6205,81.35213141,01/09/1994,NO
18738,6205,24.71903503,01/05/1995,NO
18739,6205,76.78704548,01/03/1995,NO
18740,6205,89.79379953,01/05/1995,NO
18741,6205,35.90709857,01/10/1995,NO
18742,6205,133.9915749,01/07/1996,NO
18743,6205,77.34234526,01/08/1996,NO
18744,6205,22.6420165,01/09/1996,NO
18745,6205,60.05106283,01/10/1997,NO
18746,6206,110.7057263,01/04/1994,YES
18747,6206,106.1177273,01/01/1995,NO
18748,6206,4.022446335,01/06/1995,NO
18749,6206,117.1448392,01/03/1996,NO
18750,6206,11.61372376,01/10/1999,NO
18751,6207,98.70274698,01/04/1994,YES
18752,6207,54.39109851,01/10/1994,NO
18753,6207,38.30017024,01/08/1995,NO
18754,6207,57.95418768,01/11/1996,NO
18755,6207,2.515655336,01/07/1999,NO
18756,6208,127.6984677,01/04/1994,YES
18757,6208,59.55415288,01/09/1994,NO
18758,6208,4.478964808,01/09/1997,NO
18759,6209,37.05226345,01/04/1994,YES
18760,6210,378.6931551,01/04/1994,YES
18761,6210,150.3875032,01/02/1995,NO
18762,6210,6.40580622,01/02/1996,NO
18763,6210,21.88245192,01/08/1996,NO
18764,6210,29.55753519,01/01/1996,NO
18765,6210,4.367911875,01/02/1996,NO
18766,6210,143.8957481,01/03/1997,NO
18767,6210,61.9211341,01/01/1998,NO
18768,6211,21.9531309,01/04/1994,YES
18769,6212,129.0263986,01/04/1994,YES
18770,6212,32.85194622,01/12/1994,NO
18771,6212,28.98046785,01/03/1995,NO
18772,6212,104.2373812,01/05/1995,NO
18773,6212,128.2680563,01/01/1995,NO
18774,6212,61.74384211,01/08/1995,NO
18775,6212,83.98620937,01/03/1996,NO
18776,6212,2.167362736,01/05/1996,NO
18777,6212,178.6718296,01/09/1997,NO
18778,6212,58.64757462,01/11/2006,NO
18779,6213,272.4373928,01/04/1994,YES
18780,6213,84.27442698,01/06/1996,NO
18781,6213,1.775906034,01/11/1997,NO
18782,6214,35.93239028,01/04/1994,YES
18783,6215,17.55647966,01/04/1994,YES
18784,6216,251.3288935,01/04/1994,YES
18785,6216,48.49218235,01/11/1995,NO
18786,6216,56.7882754,01/11/1995,NO
18787,6216,80.0708006,01/10/1997,NO
18788,6217,112.948263,01/04/1994,YES
18789,6217,73.74423186,01/09/1999,NO
18790,6218,316.4509282,01/04/1994,YES
18791,6218,71.87891952,01/01/1995,NO
18792,6218,31.67653697,01/02/1995,NO
18793,6218,23.2370041,01/06/1995,NO
18794,6218,38.5868263,01/09/1996,NO
18795,6218,130.6001366,01/10/1996,NO
18796,6218,87.16571138,01/12/1997,NO
18797,6218,20.04688535,01/09/2007,NO
18798,6219,97.32276872,01/04/1994,YES
18799,6219,78.17774347,01/06/1995,NO
18800,6219,95.12679536,01/10/1997,NO
18801,6220,426.5044992,01/04/1994,YES
18802,6220,6.26610595,01/06/1994,NO
18803,6220,48.41269525,01/08/1994,NO
18804,6220,45.57746858,01/11/1994,NO
18805,6220,26.58277564,01/02/1995,NO
18806,6220,67.67078685,01/03/1995,NO
18807,6220,92.33016174,01/08/1995,NO
18808,6220,57.88408781,01/02/1996,NO
18809,6220,26.0311199,01/06/1996,NO
18810,6220,29.03663267,01/12/1996,NO
18811,6220,28.0299144,01/01/1996,NO
18812,6220,86.70305271,01/10/1996,NO
18813,6220,76.19477227,01/02/1997,NO
18814,6220,23.44859696,01/05/1997,NO
18815,6221,37.3248545,01/04/1994,YES
18816,6222,23.49747372,01/04/1994,YES
18817,6223,45.27166958,01/04/1994,YES
18818,6224,316.84852,01/04/1994,YES
18819,6224,54.2731164,01/11/1994,NO
18820,6224,115.1495294,01/07/1997,NO
18821,6224,70.24573702,01/01/2004,NO
18822,6225,194.2414017,01/04/1994,YES
18823,6225,43.53909869,01/07/1995,NO
18824,6225,27.03584301,01/06/1997,NO
18825,6226,119.123078,01/04/1994,YES
18826,6226,22.13108281,01/09/1995,NO
18827,6226,33.66156711,01/06/2000,NO
18828,6227,46.94339088,01/04/1994,YES
18829,6228,64.40449939,01/04/1994,YES
18830,6228,10.3154299,01/02/1995,NO
18831,6228,15.11203102,01/01/1997,NO
18832,6228,101.8318042,01/02/1997,NO
18833,6228,90.22906573,01/09/2001,NO
18834,6229,596.381071,01/04/1994,YES
18835,6229,59.08643675,01/10/1995,NO
18836,6229,126.0465864,01/01/1995,NO
18837,6229,83.10903608,01/11/1995,NO
18838,6229,4.822693611,01/02/1996,NO
18839,6229,4.878875907,01/03/1996,NO
18840,6229,65.96641911,01/12/1996,NO
18841,6229,110.586663,01/11/1997,NO
18842,6229,58.00596585,01/06/2000,NO
18843,6230,73.35552451,01/04/1994,YES
18844,6230,8.382033134,01/03/1996,NO
18845,6230,92.57307435,01/11/1996,NO
18846,6230,120.113067,01/09/1997,NO
18847,6231,71.80568248,01/04/1994,YES
18848,6231,22.31282509,01/03/1995,NO
18849,6231,73.31471458,01/03/1997,NO
18850,6231,32.42895871,01/09/1999,NO
18851,6232,340.3677249,01/04/1994,YES
18852,6232,19.65055967,01/06/1994,NO
18853,6232,42.87288159,01/05/1995,NO
18854,6232,74.29745607,01/11/1995,NO
18855,6232,43.84305226,01/06/1995,NO
18856,6232,122.9741933,01/02/1996,NO
18857,6232,4.931378295,01/07/1996,NO
18858,6232,19.11325454,01/05/1997,NO
18859,6232,37.12650822,01/08/1998,NO
18860,6232,71.62773891,01/03/2000,NO
18861,6233,99.59803382,01/04/1994,YES
18862,6233,84.89494586,01/10/1995,NO
18863,6233,97.53236133,01/11/1998,NO
18864,6234,36.73521023,01/04/1994,YES
18865,6235,121.9838151,01/04/1994,YES
18866,6235,7.541032491,01/03/1995,NO
18867,6235,49.50620885,01/09/1996,NO
18868,6235,84.58034532,01/06/2000,NO
18869,6236,40.44140274,01/04/1994,YES
18870,6237,301.9587786,01/04/1994,YES
18871,6237,57.88226806,01/02/1996,NO
18872,6237,49.70204728,01/03/1998,NO
18873,6237,71.88983233,01/02/2006,NO
18874,6238,37.99857267,01/04/1994,YES
18875,6239,342.5121172,01/04/1994,YES
18876,6239,9.878779139,01/01/1995,NO
18877,6239,50.68040022,01/11/1998,NO
18878,6239,79.53123385,01/10/2001,NO
18879,6240,8.351202875,01/04/1994,YES
18880,6241,74.8725063,01/04/1994,YES
18881,6241,17.75648888,01/02/1996,NO
18882,6241,91.36518914,01/08/1997,NO
18883,6242,40.37762786,01/04/1994,YES
18884,6243,216.1168028,01/04/1994,YES
18885,6243,84.30970486,01/11/1996,NO
18886,6243,172.5974248,01/03/1996,NO
18887,6243,75.38413344,01/01/1998,NO
18888,6243,138.5579461,01/09/2021,NO
18889,6244,375.5316589,01/04/1994,YES
18890,6244,69.36375747,01/06/1996,NO
18891,6244,153.5306251,01/03/1998,NO
18892,6244,72.35654199,01/02/2000,NO
18893,6245,31.60382252,01/04/1994,YES
18894,6246,123.1222455,01/04/1994,YES
18895,6246,27.84328649,01/05/1994,NO
18896,6246,23.98091635,01/01/1996,NO
18897,6246,112.1033935,01/11/1998,NO
18898,6247,8.017926664,01/04/1994,YES
18899,6248,127.8098479,01/04/1994,YES
18900,6248,36.00561285,01/05/1998,NO
18901,6249,359.6800851,01/04/1994,YES
18902,6249,36.0723144,01/06/1995,NO
18903,6249,35.66753034,01/10/1996,NO
18904,6249,47.52067789,01/03/1996,NO
18905,6249,56.87994626,01/09/1996,NO
18906,6249,9.63424327,01/11/1996,NO
18907,6249,19.9080647,01/08/1997,NO
18908,6249,52.05790753,01/12/2014,NO
18909,6250,201.3818421,01/04/1994,YES
18910,6250,23.90160725,01/03/1995,NO
18911,6250,150.8811168,01/08/1998,NO
18912,6251,333.3858597,01/04/1994,YES
18913,6251,91.74463633,01/08/1994,NO
18914,6251,22.75111772,01/01/1995,NO
18915,6251,17.40649597,01/06/1995,NO
18916,6251,76.99289676,01/11/1996,NO
18917,6251,58.18169435,01/03/1997,NO
18918,6251,195.7090042,01/09/1997,NO
18919,6251,21.04601986,01/11/2007,NO
18920,6252,91.10039,01/04/1994,YES
18921,6252,17.57720823,01/12/1994,NO
18922,6252,3.352437012,01/09/1996,NO
18923,6252,33.4625309,01/05/2000,NO
18924,6253,59.286156,01/04/1994,YES
18925,6253,21.41897994,01/08/1994,NO
18926,6253,30.95650255,01/06/1995,NO
18927,6253,61.16062971,01/10/1996,NO
18928,6253,34.33413532,01/06/1997,NO
18929,6254,278.700725,01/04/1994,YES
18930,6254,14.80231454,01/09/1996,NO
18931,6254,5.623363913,01/01/1997,NO
18932,6254,96.29382381,01/02/1997,NO
18933,6254,102.0255086,01/05/2000,NO
18934,6255,92.87905237,01/04/1994,YES
18935,6255,46.0312181,01/08/1994,NO
18936,6255,5.772569413,01/05/1996,NO
18937,6255,41.13858618,01/10/1996,NO
18938,6255,57.00239625,01/11/1997,NO
18939,6256,52.28209856,01/04/1994,YES
18940,6256,37.92194164,01/05/1997,NO
18941,6257,206.957827,01/04/1994,YES
18942,6257,126.2042686,01/11/1994,NO
18943,6257,31.1314924,01/11/1996,NO
18944,6257,85.63997262,01/06/1997,NO
18945,6257,92.08193979,01/10/2003,NO
18946,6258,226.2633536,01/04/1994,YES
18947,6258,120.4607091,01/06/1995,NO
18948,6258,57.93458257,01/01/1997,NO
18949,6258,67.39198015,01/09/1997,NO
18950,6259,338.6024906,01/04/1994,YES
18951,6259,24.53240024,01/10/1994,NO
18952,6259,109.0568052,01/02/1995,NO
18953,6259,33.40935321,01/07/1995,NO
18954,6259,132.3330787,01/11/1995,NO
18955,6259,32.07293112,01/02/1995,NO
18956,6259,52.69540032,01/10/1995,NO
18957,6259,4.157975905,01/03/1996,NO
18958,6259,7.00507609,01/08/1996,NO
18959,6259,96.19402563,01/10/1997,NO
18960,6259,75.98489521,01/02/2007,NO
18961,6260,33.3825808,01/04/1994,YES
18962,6261,36.91303609,01/04/1994,YES
18963,6262,48.2414482,01/04/1994,YES
18964,6263,58.51412475,01/04/1994,YES
18965,6263,19.88620753,01/05/1998,NO
18966,6264,170.6343245,01/04/1994,YES
18967,6264,66.81729754,01/11/1998,NO
18968,6265,12.624569,01/04/1994,YES
18969,6266,55.66560011,01/04/1994,YES
18970,6266,43.90585365,01/05/1994,NO
18971,6266,9.776511911,01/11/1995,NO
18972,6266,52.41556629,01/10/1995,NO
18973,6266,30.94663729,01/08/1997,NO
18974,6267,163.9658181,01/04/1994,YES
18975,6267,69.19935138,01/08/1996,NO
18976,6267,61.19767944,01/05/1996,NO
18977,6267,26.74151314,01/08/1996,NO
18978,6267,17.96893529,01/06/1997,NO
18979,6268,183.8768662,01/04/1994,YES
18980,6268,97.11532779,01/09/1997,NO
18981,6269,0.987411536,01/04/1994,YES
18982,6270,72.69406036,01/04/1994,YES
18983,6270,92.13099843,01/11/1996,NO
18984,6270,54.08735504,01/11/1999,NO
18985,6271,45.37920073,01/04/1994,YES
18986,6271,9.197324053,01/10/2020,NO
18987,6272,250.4873909,01/04/1994,YES
18988,6272,64.56324359,01/06/1994,NO
18989,6272,80.34874436,01/02/1997,NO
18990,6272,32.3903978,01/12/1999,NO
18991,6273,23.23054006,01/04/1994,YES
18992,6274,56.31255893,01/04/1994,YES
18993,6274,21.61957171,01/06/1999,NO
18994,6275,158.6730768,01/04/1994,YES
18995,6275,48.73628466,01/11/1994,NO
18996,6275,34.77167845,01/06/1996,NO
18997,6275,72.37254702,01/03/1998,NO
18998,6276,159.9607088,01/04/1994,YES
18999,6276,126.9291612,01/10/1994,NO
19000,6276,55.91365902,01/08/1995,NO
19001,6276,8.537677404,01/10/1996,NO
19002,6276,12.24613024,01/11/1997,NO
19003,6277,323.6327927,01/04/1994,YES
19004,6277,119.7407612,01/06/1997,NO
19005,6277,8.047158599,01/09/1997,NO
19006,6277,71.15907625,01/11/2006,NO
19007,6278,168.7643066,01/04/1994,YES
19008,6278,9.115770776,01/02/1997,NO
19009,6278,46.54648391,01/10/1997,NO
19010,6279,17.41276729,01/04/1994,YES
19011,6280,371.9564793,01/04/1994,YES
19012,6280,15.76564529,01/01/1999,NO
19013,6281,212.5618215,01/04/1994,YES
19014,6281,36.06575872,01/11/1995,NO
19015,6281,55.88541496,01/05/1995,NO
19016,6281,101.2849307,01/02/1996,NO
19017,6281,80.81831441,01/10/1997,NO
19018,6282,256.8829217,01/04/1994,YES
19019,6282,65.78577094,01/08/1997,NO
19020,6283,270.8447441,01/04/1994,YES
19021,6283,87.60720609,01/08/1995,NO
19022,6283,103.632283,01/08/1996,NO
19023,6283,141.7684052,01/10/1996,NO
19024,6283,10.41755725,01/08/1996,NO
19025,6283,92.87371976,01/01/1997,NO
19026,6283,60.42472266,01/01/1997,NO
19027,6283,1.786390649,01/08/1997,NO
19028,6284,622.9989593,01/04/1994,YES
19029,6284,86.87702916,01/11/1994,NO
19030,6284,2.625288504,01/11/1995,NO
19031,6284,17.8055326,01/06/1996,NO
19032,6284,95.71730214,01/02/1996,NO
19033,6284,7.788665574,01/05/1996,NO
19034,6284,8.0257108,01/03/1997,NO
19035,6284,40.12885419,01/08/1997,NO
19036,6284,103.4382604,01/09/2020,NO
19037,6285,115.8453505,01/04/1994,YES
19038,6285,7.320895797,01/01/1995,NO
19039,6285,61.53080734,01/05/1996,NO
19040,6285,31.87506131,01/10/1998,NO
19041,6286,483.9745738,01/04/1994,YES
19042,6286,69.23400162,01/08/1994,NO
19043,6286,68.60005585,01/02/1995,NO
19044,6286,49.26808947,01/10/1995,NO
19045,6286,142.6573975,01/06/1995,NO
19046,6286,91.69045039,01/05/1996,NO
19047,6286,22.68941801,01/05/1996,NO
19048,6286,90.20186518,01/11/1996,NO
19049,6286,6.573069944,01/01/1997,NO
19050,6286,18.30737145,01/12/1997,NO
19051,6286,38.81902573,01/08/2008,NO
19052,6287,19.44348667,01/04/1994,YES
19053,6288,141.4062466,01/04/1994,YES
19054,6288,4.64855423,01/08/1996,NO
19055,6288,26.16553263,01/05/1997,NO
19056,6289,18.71029383,01/04/1994,YES
19057,6290,233.4180235,01/04/1994,YES
19058,6290,53.53909177,01/10/1994,NO
19059,6290,47.47657327,01/09/1997,NO
19060,6291,291.961571,01/04/1994,YES
19061,6291,89.77931683,01/03/1995,NO
19062,6291,108.5169979,01/07/1995,NO
19063,6291,45.98202915,01/02/1996,NO
19064,6291,31.75820091,01/06/1996,NO
19065,6291,51.08880014,01/07/1996,NO
19066,6291,7.036106162,01/01/1997,NO
19067,6291,18.09287687,01/03/1997,NO
19068,6291,84.06240961,01/10/1997,NO
19069,6292,289.6366316,01/04/1994,YES
19070,6292,49.52784159,01/11/1994,NO
19071,6292,78.39336342,01/11/1998,NO
19072,6293,114.9368861,01/04/1994,YES
19073,6293,65.29844423,01/09/1995,NO
19074,6293,17.27782508,01/02/1995,NO
19075,6293,1.76511482,01/06/1997,NO
19076,6294,83.65314675,01/04/1994,YES
19077,6294,11.41114952,01/06/1996,NO
19078,6294,101.0562777,01/03/1998,NO
19079,6295,34.47460667,01/04/1994,YES
19080,6296,257.9509652,01/04/1994,YES
19081,6296,10.98697902,01/09/1994,NO
19082,6296,84.75567187,01/05/1995,NO
19083,6296,94.1739872,01/05/1998,NO
19084,6297,204.093787,01/04/1994,YES
19085,6297,72.14025232,01/03/1997,NO
19086,6297,76.40067092,01/10/1997,NO
19087,6298,194.1296926,01/04/1994,YES
19088,6298,152.1699622,01/10/1996,NO
19089,6298,75.03422904,01/06/1998,NO
19090,6299,124.1252528,01/04/1994,YES
19091,6299,62.79321344,01/08/1995,NO
19092,6299,93.50714011,01/05/1997,NO
19093,6300,140.7593032,01/04/1994,YES
19094,6300,30.36275797,01/02/1997,NO
19095,6300,98.45279472,01/06/1999,NO
19096,6301,142.9580571,01/04/1994,YES
19097,6301,88.47476575,01/05/1995,NO
19098,6301,93.3403924,01/10/1995,NO
19099,6301,105.1893294,01/11/1996,NO
19100,6301,153.6700129,01/02/1997,NO
19101,6301,25.05174561,01/01/1997,NO
19102,6301,29.2088812,01/03/1998,NO
19103,6301,10.8423962,01/02/2004,NO
19104,6302,25.75030667,01/04/1994,YES
19105,6303,88.48226955,01/04/1994,YES
19106,6303,87.25798,01/12/1995,NO
19107,6303,61.90802361,01/12/1996,NO
19108,6303,95.08960556,01/03/1997,NO
19109,6303,14.8485833,01/02/1997,NO
19110,6303,96.26099409,01/01/2000,NO
19111,6304,344.3339103,01/04/1994,YES
19112,6304,32.37945235,01/02/1995,NO
19113,6304,66.20486048,01/01/1997,NO
19114,6304,9.496469805,01/09/1997,NO
19115,6304,59.62260938,01/11/2001,NO
19116,6305,107.7518509,01/04/1994,YES
19117,6305,5.437529105,01/09/1994,NO
19118,6305,34.70397653,01/06/1995,NO
19119,6305,32.87459113,01/01/1997,NO
19120,6305,53.524665,01/03/1998,NO
19121,6306,28.42356425,01/04/1994,YES
19122,6307,570.9537447,01/04/1994,YES
19123,6307,52.28439132,01/11/1994,NO
19124,6307,73.58955448,01/09/1995,NO
19125,6307,15.42989988,01/08/1995,NO
19126,6307,24.6833462,01/05/1996,NO
19127,6307,45.03987179,01/08/1996,NO
19128,6307,35.11822961,01/08/1996,NO
19129,6307,33.66576254,01/03/1997,NO
19130,6307,88.06182995,01/08/1997,NO
19131,6307,80.34568838,01/08/2011,NO
19132,6308,292.1348486,01/04/1994,YES
19133,6308,32.28160882,01/05/1996,NO
19134,6308,50.17220353,01/10/1996,NO
19135,6308,125.3760216,01/08/2001,NO
19136,6309,201.9804763,01/04/1994,YES
19137,6309,71.77650856,01/05/1995,NO
19138,6309,23.45233091,01/05/1996,NO
19139,6309,123.1674223,01/10/1996,NO
19140,6309,99.64569798,01/03/1997,NO
19141,6309,11.00873136,01/08/1998,NO
19142,6309,38.77971593,01/12/2015,NO
19143,6310,361.7564053,01/04/1994,YES
19144,6310,28.66726454,01/01/1995,NO
19145,6310,132.6948402,01/12/1995,NO
19146,6310,13.14117646,01/01/1995,NO
19147,6310,39.08214296,01/10/1995,NO
19148,6310,82.10866044,01/09/1996,NO
19149,6310,172.2230888,01/09/1998,NO
19150,6311,119.1524028,01/04/1994,YES
19151,6311,63.49169892,01/08/1997,NO
19152,6312,79.43644789,01/04/1994,YES
19153,6312,21.34438794,01/05/1997,NO
19154,6313,35.51321623,01/04/1994,YES
19155,6314,229.1089379,01/04/1994,YES
19156,6314,97.14921775,01/11/1996,NO
19157,6314,55.63348915,01/11/1997,NO
19158,6315,579.3792529,01/04/1994,YES
19159,6315,105.8367073,01/12/1994,NO
19160,6315,74.61039163,01/02/1995,NO
19161,6315,40.01390348,01/11/1995,NO
19162,6315,113.3749554,01/12/1995,NO
19163,6315,5.662243203,01/02/1996,NO
19164,6315,2.108562119,01/08/1996,NO
19165,6315,45.68063268,01/09/1996,NO
19166,6315,54.5450614,01/06/1997,NO
19167,6315,14.11159289,01/11/2000,NO
19168,6316,141.8367803,01/04/1994,YES
19169,6316,141.8815043,01/06/1996,NO
19170,6316,87.17369847,01/08/1997,NO
19171,6317,506.4936485,01/04/1994,YES
19172,6317,92.47142274,01/09/1994,NO
19173,6317,56.61644184,01/02/1995,NO
19174,6317,3.861115942,01/09/1995,NO
19175,6317,102.4007757,01/10/1995,NO
19176,6317,32.63179765,01/03/1995,NO
19177,6317,25.15935333,01/01/1996,NO
19178,6317,140.8750639,01/06/1996,NO
19179,6317,78.1919593,01/02/1997,NO
19180,6317,2.270947263,01/03/1997,NO
19181,6317,91.2799452,01/05/1997,NO
19182,6318,30.82202897,01/04/1994,YES
19183,6319,371.0311805,01/04/1994,YES
19184,6319,74.8530831,01/05/1994,NO
19185,6319,41.93183594,01/09/1994,NO
19186,6319,137.8763628,01/03/1995,NO
19187,6319,133.1240945,01/11/1995,NO
19188,6319,78.26211996,01/12/1995,NO
19189,6319,52.60533774,01/01/1996,NO
19190,6319,72.09504627,01/09/1996,NO
19191,6319,65.92664023,01/11/1996,NO
19192,6319,37.32271677,01/12/1996,NO
19193,6319,61.83744949,01/09/1997,NO
19194,6320,304.4605581,01/04/1994,YES
19195,6320,53.04120555,01/11/1994,NO
19196,6320,77.69934786,01/08/1996,NO
19197,6320,101.3430114,01/10/1996,NO
19198,6320,25.9929138,01/03/1996,NO
19199,6320,81.94239098,01/10/1996,NO
19200,6320,91.84993448,01/07/1997,NO
19201,6320,73.22881053,01/09/1997,NO
19202,6320,0.240478502,01/06/2016,NO
19203,6321,5.807598518,01/04/1994,YES
19204,6322,330.305653,01/04/1994,YES
19205,6322,98.72432428,01/07/1994,NO
19206,6322,17.21621702,01/02/1995,NO
19207,6322,66.9942473,01/06/1995,NO
19208,6322,130.1505485,01/11/1995,NO
19209,6322,128.4839804,01/05/1995,NO
19210,6322,80.25545586,01/09/1995,NO
19211,6322,93.12021872,01/11/1995,NO
19212,6322,21.90530109,01/11/1998,NO
19213,6322,13.94511774,01/03/2000,NO
19214,6323,196.8770832,01/04/1994,YES
19215,6323,193.9616634,01/02/1997,NO
19216,6323,78.1058544,01/06/1999,NO
19217,6324,48.48007388,01/04/1994,YES
19218,6325,406.2108104,01/04/1994,YES
19219,6325,11.13705361,01/07/1995,NO
19220,6325,32.74124608,01/08/1995,NO
19221,6325,89.21650616,01/05/1995,NO
19222,6325,108.7682577,01/05/1996,NO
19223,6325,39.62414099,01/03/1996,NO
19224,6325,122.9509523,01/08/1996,NO
19225,6325,117.8724761,01/09/1997,NO
19226,6325,4.780181577,01/02/2005,NO
19227,6326,132.3992207,01/04/1994,YES
19228,6326,5.597855051,01/01/1999,NO
19229,6327,67.55368615,01/04/1994,YES
19230,6327,24.20208974,01/11/1996,NO
19231,6327,29.75921276,01/03/1996,NO
19232,6327,52.92681155,01/06/2000,NO
19233,6328,129.06253,01/04/1994,YES
19234,6328,156.4981986,01/05/1995,NO
19235,6328,90.59861398,01/02/1996,NO
19236,6328,44.39063294,01/05/1997,NO
19237,6328,15.71225025,01/06/1998,NO
19238,6329,39.69375458,01/04/1994,YES
19239,6330,82.89014875,01/04/1994,YES
19240,6330,27.9630082,01/11/1997,NO
19241,6331,43.12275733,01/04/1994,YES
19242,6332,292.3797414,01/04/1994,YES
19243,6332,37.79841934,01/02/1998,NO
19244,6333,338.3654334,01/04/1994,YES
